orientation,row,col,pin_num_in_cell,port_name,mapped_pin,GPIO_type
Right,16,24,1,gfpga_pad_IO_F2A[641],F2P_GPIO120_OUT,
Right,16,24,0,gfpga_pad_IO_F2A[640],F2P_GPIO120_OE,
Right,15,24,14,gfpga_pad_IO_A2F[638],P2F_GPIO121_IN,
Right,15,24,13,gfpga_pad_IO_F2A[637],F2P_GPIO121_OUT,
Right,15,24,12,gfpga_pad_IO_F2A[636],F2P_GPIO121_OE,
Right,15,24,10,gfpga_pad_IO_A2F[634],P2F_GPIO122_IN,
Right,15,24,9,gfpga_pad_IO_F2A[633],F2P_GPIO122_OUT,
Right,15,24,8,gfpga_pad_IO_F2A[632],F2P_GPIO122_OE,
Right,15,24,6,gfpga_pad_IO_A2F[630],P2F_GPIO123_IN,
Right,15,24,5,gfpga_pad_IO_F2A[629],F2P_GPIO123_OUT,
Right,15,24,4,gfpga_pad_IO_F2A[628],F2P_GPIO123_OE,
Right,15,24,2,gfpga_pad_IO_A2F[626],P2F_GPIO124_IN,
Right,15,24,1,gfpga_pad_IO_F2A[625],F2P_GPIO124_OUT,
Right,15,24,0,gfpga_pad_IO_F2A[624],F2P_GPIO124_OE,
Right,14,24,14,gfpga_pad_IO_A2F[622],P2F_GPIO125_IN,
Right,14,24,13,gfpga_pad_IO_F2A[621],F2P_GPIO125_OUT,
Right,14,24,12,gfpga_pad_IO_F2A[620],F2P_GPIO125_OE,
Right,14,24,10,gfpga_pad_IO_A2F[618],P2F_GPIO126_IN,
Right,14,24,9,gfpga_pad_IO_F2A[617],F2P_GPIO126_OUT,
Right,14,24,8,gfpga_pad_IO_F2A[616],F2P_GPIO126_OE,
Right,14,24,6,gfpga_pad_IO_A2F[614],P2F_GPIO127_IN,
Right,14,24,5,gfpga_pad_IO_F2A[613],F2P_GPIO127_OUT,
Right,14,24,4,gfpga_pad_IO_F2A[612],F2P_GPIO127_OE,
Right,14,24,2,gfpga_pad_IO_A2F[610],P2F_GPIO128_IN,
Right,14,24,1,gfpga_pad_IO_F2A[609],F2P_GPIO128_OUT,
Right,14,24,0,gfpga_pad_IO_F2A[608],F2P_GPIO128_OE,
Right,13,24,14,gfpga_pad_IO_A2F[606],P2F_GPIO129_IN,
Right,13,24,13,gfpga_pad_IO_F2A[605],F2P_GPIO129_OUT,
Right,13,24,12,gfpga_pad_IO_F2A[604],F2P_GPIO129_OE,
Right,13,24,10,gfpga_pad_IO_A2F[602],P2F_GPIO130_IN,
Right,13,24,9,gfpga_pad_IO_F2A[601],F2P_GPIO130_OUT,
Right,13,24,8,gfpga_pad_IO_F2A[600],F2P_GPIO130_OE,
Right,13,24,6,gfpga_pad_IO_A2F[598],P2F_GPIO131_IN,
Right,13,24,5,gfpga_pad_IO_F2A[597],F2P_GPIO131_OUT,
Right,13,24,4,gfpga_pad_IO_F2A[596],F2P_GPIO131_OE,
Right,13,24,2,gfpga_pad_IO_A2F[594],P2F_GPIO132_IN,
Right,13,24,1,gfpga_pad_IO_F2A[593],F2P_GPIO132_OUT,
Right,13,24,0,gfpga_pad_IO_F2A[592],F2P_GPIO132_OE,
Right,12,24,14,gfpga_pad_IO_A2F[590],P2F_GPIO133_IN,
Right,12,24,13,gfpga_pad_IO_F2A[589],F2P_GPIO133_OUT,
Right,12,24,12,gfpga_pad_IO_F2A[588],F2P_GPIO133_OE,
Right,12,24,10,gfpga_pad_IO_A2F[586],P2F_GPIO134_IN,
Right,12,24,9,gfpga_pad_IO_F2A[585],F2P_GPIO134_OUT,
Right,12,24,8,gfpga_pad_IO_F2A[584],F2P_GPIO134_OE,
Right,12,24,6,gfpga_pad_IO_A2F[582],P2F_AES0_RX_IN,
Right,12,24,5,gfpga_pad_IO_F2A[581],F2P_AES0_RX_OUT,
Right,12,24,4,gfpga_pad_IO_F2A[580],F2P_AES0_RX_OE,
Right,12,24,2,gfpga_pad_IO_A2F[578],P2F_AES0_TX_IN,
Right,12,24,1,gfpga_pad_IO_F2A[577],F2P_AES0_TX_OUT,
Right,12,24,0,gfpga_pad_IO_F2A[576],F2P_AES0_TX_OE,
Right,11,24,14,gfpga_pad_IO_A2F[574],P2F_AES1_RX_IN,
Right,11,24,13,gfpga_pad_IO_F2A[573],F2P_AES1_RX_OUT,
Right,11,24,12,gfpga_pad_IO_F2A[572],F2P_AES1_RX_OE,
Right,11,24,10,gfpga_pad_IO_A2F[570],P2F_AES1_TX_IN,
Right,11,24,9,gfpga_pad_IO_F2A[569],F2P_AES1_TX_OUT,
Right,11,24,8,gfpga_pad_IO_F2A[568],F2P_AES1_TX_OE,
Right,11,24,6,gfpga_pad_IO_A2F[566],P2F_AES2_RX_IN,
Right,11,24,5,gfpga_pad_IO_F2A[565],F2P_AES2_RX_OUT,
Right,11,24,4,gfpga_pad_IO_F2A[564],F2P_AES2_RX_OE,
Right,11,24,2,gfpga_pad_IO_A2F[562],P2F_AES2_TX_IN,
Right,11,24,1,gfpga_pad_IO_F2A[561],F2P_AES2_TX_OUT,
Right,11,24,0,gfpga_pad_IO_F2A[560],F2P_AES2_TX_OE,
Right,10,24,14,gfpga_pad_IO_A2F[558],P2F_AES3_RX_IN,
Right,10,24,13,gfpga_pad_IO_F2A[557],F2P_AES3_RX_OUT,
Right,10,24,12,gfpga_pad_IO_F2A[556],F2P_AES3_RX_OE,
Right,10,24,10,gfpga_pad_IO_A2F[554],P2F_AES3_TX_IN,
Right,10,24,9,gfpga_pad_IO_F2A[553],F2P_AES3_TX_OUT,
Right,10,24,8,gfpga_pad_IO_F2A[552],F2P_AES3_TX_OE,
Right,10,24,6,gfpga_pad_IO_A2F[550],P2F_I2C_1_SDA_IN,
Right,10,24,5,gfpga_pad_IO_F2A[549],F2P_I2C_1_SDA_OUT,
Right,10,24,4,gfpga_pad_IO_F2A[548],F2P_I2C_1_SDA_OE,
Right,10,24,2,gfpga_pad_IO_A2F[546],P2F_I2C_1_SCL_IN,
Right,10,24,1,gfpga_pad_IO_F2A[545],F2P_I2C_1_SCL_OUT,
Right,10,24,0,gfpga_pad_IO_F2A[544],F2P_I2C_1_SCL_OE,
Right,9,24,14,gfpga_pad_IO_A2F[542],P2F_WCLKO_IN,
Right,9,24,13,gfpga_pad_IO_F2A[541],F2P_WCLKO_OUT,
Right,9,24,12,gfpga_pad_IO_F2A[540],F2P_WCLKO_OE,
Right,9,24,10,gfpga_pad_IO_A2F[538],P2F_WCLKI_IN,
Right,9,24,9,gfpga_pad_IO_F2A[537],F2P_WCLKI_OUT,
Right,9,24,8,gfpga_pad_IO_F2A[536],F2P_WCLKI_OE,
Right,9,24,6,gfpga_pad_IO_A2F[534],P2F_I2C_G_SDA_IN,
Right,9,24,5,gfpga_pad_IO_F2A[533],F2P_I2C_G_SDA_OUT,
Right,9,24,4,gfpga_pad_IO_F2A[532],F2P_I2C_G_SDA_OE,
Right,9,24,2,gfpga_pad_IO_A2F[530],P2F_I2C_G_SCL_IN,
Right,9,24,1,gfpga_pad_IO_F2A[529],F2P_I2C_G_SCL_OUT,
Right,9,24,0,gfpga_pad_IO_F2A[528],F2P_I2C_G_SCL_OE,
Right,8,24,14,gfpga_pad_IO_A2F[526],P2F_SPI_M_MISO_IN,
Right,8,24,13,gfpga_pad_IO_F2A[525],F2P_SPI_M_MISO_OUT,
Right,8,24,12,gfpga_pad_IO_F2A[524],F2P_SPI_M_MISO_OE,
Right,8,24,10,gfpga_pad_IO_A2F[522],P2F_SPI_M_MOSI_IN,
Right,8,24,9,gfpga_pad_IO_F2A[521],F2P_SPI_M_MOSI_OUT,
Right,8,24,8,gfpga_pad_IO_F2A[520],F2P_SPI_M_MOSI_OE,
Right,8,24,6,gfpga_pad_IO_A2F[518],P2F_SPI_M_CLK_IN,
Right,8,24,5,gfpga_pad_IO_F2A[517],F2P_SPI_M_CLK_OUT,
Right,8,24,4,gfpga_pad_IO_F2A[516],F2P_SPI_M_CLK_OE,
Right,8,24,2,gfpga_pad_IO_A2F[514],P2F_SPI_M_CS_B_IN,
Right,8,24,1,gfpga_pad_IO_F2A[513],F2P_SPI_M_CS_B_OUT,
Right,8,24,0,gfpga_pad_IO_F2A[512],F2P_SPI_M_CS_B_OE,
Right,7,24,14,gfpga_pad_IO_A2F[510],RFU,
Right,7,24,13,gfpga_pad_IO_F2A[509],RFU,
Right,7,24,12,gfpga_pad_IO_F2A[508],RFU,
Right,7,24,10,gfpga_pad_IO_A2F[506],P2F_SPI_S_CS_B_IN,
Right,7,24,9,gfpga_pad_IO_F2A[505],F2P_SPI_S_CS_B_OUT,
Right,7,24,8,gfpga_pad_IO_F2A[504],F2P_SPI_S_CS_B_OE,
Right,7,24,6,gfpga_pad_IO_A2F[502],P2F_SPI_S_MISO_IN,
Right,7,24,5,gfpga_pad_IO_F2A[501],F2P_SPI_S_MISO_OUT,
Right,7,24,4,gfpga_pad_IO_F2A[500],F2P_SPI_S_MISO_OE,
Right,7,24,2,gfpga_pad_IO_A2F[498],P2F_SPI_S_MOSI_IN,
Right,7,24,1,gfpga_pad_IO_F2A[497],F2P_SPI_S_MOSI_OUT,
Right,7,24,0,gfpga_pad_IO_F2A[496],F2P_SPI_S_MOSI_OE,
Right,6,24,14,gfpga_pad_IO_A2F[494],RFU,
Right,6,24,13,gfpga_pad_IO_F2A[493],RFU,
Right,6,24,12,gfpga_pad_IO_F2A[492],RFU,
Right,6,24,10,gfpga_pad_IO_A2F[490],RFU,
Right,6,24,9,gfpga_pad_IO_A2F[489],RFU,
Right,6,24,8,gfpga_pad_IO_A2F[488],RFU,
Right,6,24,6,gfpga_pad_IO_A2F[486],P2F_SPI_S_CLK_IN,
Right,6,24,5,gfpga_pad_IO_F2A[485],F2P_SPI_S_CLK_OUT,
Right,6,24,4,gfpga_pad_IO_F2A[484],F2P_SPI_S_CLK_OE,
Right,6,24,0,gfpga_pad_IO_F2A[480],F2A_LB_CLK_R,
Right,5,24,6,gfpga_pad_IO_A2F[470],P2F_UART_B_RX_IN,
Right,5,24,5,gfpga_pad_IO_F2A[469],F2P_UART_B_RX_OUT,
Right,5,24,4,gfpga_pad_IO_F2A[468],F2P_UART_B_RX_OE,
Right,5,24,2,gfpga_pad_IO_A2F[466],P2F_UART_B_TX_IN,
Right,5,24,1,gfpga_pad_IO_F2A[465],F2P_UART_B_TX_OUT,
Right,5,24,0,gfpga_pad_IO_F2A[464],F2P_UART_B_TX_OE,
Right,4,24,6,gfpga_pad_IO_A2F[454],P2F_MIDI_RX_IN,
Right,4,24,5,gfpga_pad_IO_F2A[453],F2P_MIDI_RX_OUT,
Right,4,24,4,gfpga_pad_IO_F2A[452],F2P_MIDI_RX_OE,
Right,4,24,2,gfpga_pad_IO_A2F[450],P2F_MIDI_TX_IN,
Right,4,24,1,gfpga_pad_IO_F2A[449],F2P_MIDI_TX_OUT,
Right,4,24,0,gfpga_pad_IO_F2A[448],F2P_MIDI_TX_OE,
Bottom,24,21,6,gfpga_pad_IO_A2F[1110],RFU,
Bottom,24,21,5,gfpga_pad_IO_F2A[1109],RFU,
Bottom,24,21,4,gfpga_pad_IO_F2A[1108],RFU,
Bottom,24,21,2,gfpga_pad_IO_A2F[1106],RFU,
Bottom,24,21,1,gfpga_pad_IO_F2A[1105],RFU,
Bottom,24,21,0,gfpga_pad_IO_F2A[1104],RFU,
Bottom,24,20,6,gfpga_pad_IO_A2F[1094],RFU,
Bottom,24,20,5,gfpga_pad_IO_F2A[1093],RFU,
Bottom,24,20,4,gfpga_pad_IO_F2A[1092],RFU,
Bottom,24,20,2,gfpga_pad_IO_A2F[1090],RFU,
Bottom,24,20,1,gfpga_pad_IO_F2A[1089],RFU,
Bottom,24,20,0,gfpga_pad_IO_F2A[1088],RFU,
Bottom,24,19,14,gfpga_pad_IO_A2F[1086],P2F_EEC_IN,
Bottom,24,19,13,gfpga_pad_IO_F2A[1085],F2P_EEC_OUT,
Bottom,24,19,12,gfpga_pad_IO_F2A[1084],F2P_EEC_OE,
Bottom,24,19,10,gfpga_pad_IO_A2F[1082],P2F_GPIO111_IN,
Bottom,24,19,9,gfpga_pad_IO_F2A[1081],F2P_GPIO111_OUT,
Bottom,24,19,8,gfpga_pad_IO_F2A[1080],F2P_GPIO111_OE,
Bottom,24,19,6,gfpga_pad_IO_A2F[1078],P2F_IXS0_SDI_IN,
Bottom,24,19,5,gfpga_pad_IO_F2A[1077],F2P_IXS0_SDI_OUT,
Bottom,24,19,4,gfpga_pad_IO_F2A[1076],F2P_IXS0_SDI_OE,
Bottom,24,19,2,gfpga_pad_IO_A2F[1074],P2F_IXS0_SDO_IN,
Bottom,24,19,1,gfpga_pad_IO_F2A[1073],F2P_IXS0_SDO_OUT,
Bottom,24,19,0,gfpga_pad_IO_F2A[1072],F2P_IXS0_SDO_OE,
Bottom,24,18,14,gfpga_pad_IO_A2F[1070],P2F_IXS1_SDI_IN,
Bottom,24,18,13,gfpga_pad_IO_F2A[1069],F2P_IXS1_SDI_OUT,
Bottom,24,18,12,gfpga_pad_IO_F2A[1068],F2P_IXS1_SDI_OE,
Bottom,24,18,10,gfpga_pad_IO_A2F[1066],P2F_IXS1_SDO_IN,
Bottom,24,18,9,gfpga_pad_IO_F2A[1065],F2P_IXS1_SDO_OUT,
Bottom,24,18,8,gfpga_pad_IO_F2A[1064],F2P_IXS1_SDO_OE,
Bottom,24,18,6,gfpga_pad_IO_A2F[1062],P2F_IXS2_SDI_IN,
Bottom,24,18,5,gfpga_pad_IO_F2A[1061],F2P_IXS2_SDI_OUT,
Bottom,24,18,4,gfpga_pad_IO_F2A[1060],F2P_IXS2_SDI_OE,
Bottom,24,18,2,gfpga_pad_IO_A2F[1058],P2F_IXS2_SDO_IN,
Bottom,24,18,1,gfpga_pad_IO_F2A[1057],F2P_IXS2_SDO_OUT,
Bottom,24,18,0,gfpga_pad_IO_F2A[1056],F2P_IXS2_SDO_OE,
Bottom,24,17,14,gfpga_pad_IO_A2F[1054],P2F_IXS3_SDI_IN,
Bottom,24,17,13,gfpga_pad_IO_F2A[1053],F2P_IXS3_SDI_OUT,
Bottom,24,17,12,gfpga_pad_IO_F2A[1052],F2P_IXS3_SDI_OE,
Bottom,24,17,10,gfpga_pad_IO_A2F[1050],P2F_IXS3_SDO_IN,
Bottom,24,17,9,gfpga_pad_IO_F2A[1049],F2P_IXS3_SDO_OUT,
Bottom,24,17,8,gfpga_pad_IO_F2A[1048],F2P_IXS3_SDO_OE,
Bottom,24,17,6,gfpga_pad_IO_A2F[1046],P2F_IXS4_SDI_IN,
Bottom,24,17,5,gfpga_pad_IO_F2A[1045],F2P_IXS4_SDI_OUT,
Bottom,24,17,4,gfpga_pad_IO_F2A[1044],F2P_IXS4_SDI_OE,
Bottom,24,17,2,gfpga_pad_IO_A2F[1042],P2F_IXS4_SDO_IN,
Bottom,24,17,1,gfpga_pad_IO_F2A[1041],F2P_IXS4_SDO_OUT,
Bottom,24,17,0,gfpga_pad_IO_F2A[1040],F2P_IXS4_SDO_OE,
Bottom,24,16,14,gfpga_pad_IO_A2F[1038],P2F_IXS5_SDI_IN,
Bottom,24,16,13,gfpga_pad_IO_F2A[1037],F2P_IXS5_SDI_OUT,
Bottom,24,16,12,gfpga_pad_IO_F2A[1036],F2P_IXS5_SDI_OE,
Bottom,24,16,10,gfpga_pad_IO_A2F[1034],P2F_IXS5_SDO_IN,
Bottom,24,16,9,gfpga_pad_IO_F2A[1033],F2P_IXS5_SDO_OUT,
Bottom,24,16,8,gfpga_pad_IO_F2A[1032],F2P_IXS5_SDO_OE,
Bottom,24,16,6,gfpga_pad_IO_A2F[1030],P2F_IXS6_SDI_IN,
Bottom,24,16,5,gfpga_pad_IO_F2A[1029],F2P_IXS6_SDI_OUT,
Bottom,24,16,4,gfpga_pad_IO_F2A[1028],F2P_IXS6_SDI_OE,
Bottom,24,16,2,gfpga_pad_IO_A2F[1026],P2F_IXS6_SDO_IN,
Bottom,24,16,1,gfpga_pad_IO_F2A[1025],F2P_IXS6_SDO_OUT,
Bottom,24,16,0,gfpga_pad_IO_F2A[1024],F2P_IXS6_SDO_OE,
Bottom,24,15,14,gfpga_pad_IO_A2F[1022],P2F_IXS7_SDI_IN,
Bottom,24,15,13,gfpga_pad_IO_F2A[1021],F2P_IXS7_SDI_OUT,
Bottom,24,15,12,gfpga_pad_IO_F2A[1020],F2P_IXS7_SDI_OE,
Bottom,24,15,10,gfpga_pad_IO_A2F[1018],P2F_IXS7_SDO_IN,
Bottom,24,15,9,gfpga_pad_IO_F2A[1017],F2P_IXS7_SDO_OUT,
Bottom,24,15,8,gfpga_pad_IO_F2A[1016],F2P_IXS7_SDO_OE,
Bottom,24,15,6,gfpga_pad_IO_A2F[1014],P2F_FCLKO_0_IN,
Bottom,24,15,5,gfpga_pad_IO_F2A[1013],F2P_FCLKO_0_OUT,
Bottom,24,15,4,gfpga_pad_IO_F2A[1012],F2P_FCLKO_0_OE,
Bottom,24,15,2,gfpga_pad_IO_A2F[1010],P2F_FCLKO_1_IN,
Bottom,24,15,1,gfpga_pad_IO_F2A[1009],F2P_FCLKO_1_OUT,
Bottom,24,15,0,gfpga_pad_IO_F2A[1008],F2P_FCLKO_1_OE,
Bottom,24,14,14,gfpga_pad_IO_A2F[1006],P2F_BCLKO_0_IN,
Bottom,24,14,13,gfpga_pad_IO_F2A[1005],F2P_BCLKO_0_OUT,
Bottom,24,14,12,gfpga_pad_IO_F2A[1004],F2P_BCLKO_0_OE,
Bottom,24,14,10,gfpga_pad_IO_A2F[1002],P2F_BCLKO_1_IN,
Bottom,24,14,9,gfpga_pad_IO_F2A[1001],F2P_BCLKO_1_OUT,
Bottom,24,14,8,gfpga_pad_IO_F2A[1000],F2P_BCLKO_1_OE,
Bottom,24,14,6,gfpga_pad_IO_A2F[998],P2F_BCLKO_2_IN,
Bottom,24,14,5,gfpga_pad_IO_F2A[997],F2P_BCLKO_2_OUT,
Bottom,24,14,4,gfpga_pad_IO_F2A[996],F2P_BCLKO_2_OE,
Bottom,24,14,2,gfpga_pad_IO_A2F[994],P2F_BCLKIO_IN,
Bottom,24,14,1,gfpga_pad_IO_F2A[993],F2P_BCLKIO_OUT,
Bottom,24,14,0,gfpga_pad_IO_F2A[992],F2P_BCLKIO_OE,
Bottom,24,13,14,gfpga_pad_IO_A2F[990],P2F_MCLKIO_IN,
Bottom,24,13,13,gfpga_pad_IO_F2A[989],F2P_MCLKIO_OUT,
Bottom,24,13,12,gfpga_pad_IO_F2A[988],F2P_MCLKIO_OE,
Bottom,24,13,10,gfpga_pad_IO_A2F[986],P2F_MCLKO_0_IN,
Bottom,24,13,9,gfpga_pad_IO_F2A[985],F2P_MCLKO_0_OUT,
Bottom,24,13,8,gfpga_pad_IO_F2A[984],F2P_MCLKO_0_OE,
Bottom,24,13,6,gfpga_pad_IO_A2F[982],P2F_MCLKO_1_IN,
Bottom,24,13,5,gfpga_pad_IO_F2A[981],F2P_MCLKO_1_OUT,
Bottom,24,13,4,gfpga_pad_IO_F2A[980],F2P_MCLKO_1_OE,
Bottom,24,13,2,gfpga_pad_IO_A2F[978],P2F_MCLKO_2_IN,
Bottom,24,13,1,gfpga_pad_IO_F2A[977],F2P_MCLKO_2_OUT,
Bottom,24,13,0,gfpga_pad_IO_F2A[976],F2P_MCLKO_2_OE,
Bottom,24,12,0,gfpga_pad_IO_A2F[960],P2F_FCLKIO_HS,
Bottom,24,11,7,gfpga_pad_IO_A2F[951],P2F_IXS8_SDI_HS,
Bottom,24,11,6,gfpga_pad_IO_A2F[950],P2F_IXS9_SDI_HS,
Bottom,24,11,5,gfpga_pad_IO_A2F[949],P2F_IXS10_SDI_HS,
Bottom,24,11,4,gfpga_pad_IO_A2F[948],P2F_IXS11_SDI_HS,
Bottom,24,11,3,gfpga_pad_IO_A2F[947],P2F_IXS12_SDI_HS,
Bottom,24,11,2,gfpga_pad_IO_A2F[946],P2F_IXS13_SDI_HS,
Bottom,24,11,1,gfpga_pad_IO_A2F[945],P2F_IXS14_SDI_HS,
Bottom,24,11,0,gfpga_pad_IO_A2F[944],P2F_IXS15_SDI_HS,
Bottom,24,10,4,gfpga_pad_IO_F2A[932],F2P_FCLKO_0_HS,
Bottom,24,10,3,gfpga_pad_IO_F2A[931],F2P_FCLKO_1_HS,
Bottom,24,10,2,gfpga_pad_IO_F2A[930],F2P_FCLKIO_HS,
Bottom,24,10,1,gfpga_pad_IO_F2A[929],F2P_FCLKO_2_HS,
Bottom,24,10,0,gfpga_pad_IO_F2A[928],F2P_FCLKO_3_HS,
Bottom,24,9,7,gfpga_pad_IO_F2A[919],F2P_IXS8_SDO_HS,
Bottom,24,9,6,gfpga_pad_IO_F2A[918],F2P_IXS9_SDO_HS,
Bottom,24,9,5,gfpga_pad_IO_F2A[917],F2P_IXS10_SDO_HS,
Bottom,24,9,4,gfpga_pad_IO_F2A[916],F2P_IXS11_SDO_HS,
Bottom,24,9,3,gfpga_pad_IO_F2A[915],F2P_IXS12_SDO_HS,
Bottom,24,9,2,gfpga_pad_IO_F2A[914],F2P_IXS13_SDO_HS,
Bottom,24,9,1,gfpga_pad_IO_F2A[913],F2P_IXS14_SDO_HS,
Bottom,24,9,0,gfpga_pad_IO_F2A[912],F2P_IXS15_SDO_HS,
Bottom,24,8,14,gfpga_pad_IO_A2F[910],P2F_FCLKIO_IN,
Bottom,24,8,13,gfpga_pad_IO_F2A[909],F2P_FCLKIO_OUT,
Bottom,24,8,12,gfpga_pad_IO_F2A[908],F2P_FCLKIO_OE,
Bottom,24,8,10,gfpga_pad_IO_A2F[906],P2F_FCLKO_2_IN,
Bottom,24,8,9,gfpga_pad_IO_F2A[905],F2P_FCLKO_2_OUT,
Bottom,24,8,8,gfpga_pad_IO_F2A[904],F2P_FCLKO_2_OE,
Bottom,24,8,6,gfpga_pad_IO_A2F[902],P2F_FCLKO_3_IN,
Bottom,24,8,5,gfpga_pad_IO_F2A[901],F2P_FCLKO_3_OUT,
Bottom,24,8,4,gfpga_pad_IO_F2A[900],F2P_FCLKO_3_OE,
Bottom,24,8,1,gfpga_pad_IO_F2A[897],F2A_LB_CLK_B,
Bottom,24,7,14,gfpga_pad_IO_A2F[894],P2F_IXS8_SDI_IN,
Bottom,24,7,13,gfpga_pad_IO_F2A[893],F2P_IXS8_SDI_OUT,
Bottom,24,7,12,gfpga_pad_IO_F2A[892],F2P_IXS8_SDI_OE,
Bottom,24,7,10,gfpga_pad_IO_A2F[890],P2F_IXS8_SDO_IN,
Bottom,24,7,9,gfpga_pad_IO_F2A[889],F2P_IXS8_SDO_OUT,
Bottom,24,7,8,gfpga_pad_IO_F2A[888],F2P_IXS8_SDO_OE,
Bottom,24,7,6,gfpga_pad_IO_A2F[886],P2F_IXS9_SDI_IN,
Bottom,24,7,5,gfpga_pad_IO_F2A[885],F2P_IXS9_SDI_OUT,
Bottom,24,7,4,gfpga_pad_IO_F2A[884],F2P_IXS9_SDI_OE,
Bottom,24,7,2,gfpga_pad_IO_A2F[882],P2F_IXS9_SDO_IN,
Bottom,24,7,1,gfpga_pad_IO_F2A[881],F2P_IXS9_SDO_OUT,
Bottom,24,7,0,gfpga_pad_IO_F2A[880],F2P_IXS9_SDO_OE,
Bottom,24,6,14,gfpga_pad_IO_A2F[878],P2F_IXS10_SDI_IN,
Bottom,24,6,13,gfpga_pad_IO_F2A[877],F2P_IXS10_SDI_OUT,
Bottom,24,6,12,gfpga_pad_IO_F2A[876],F2P_IXS10_SDI_OE,
Bottom,24,6,10,gfpga_pad_IO_A2F[874],P2F_IXS10_SDO_IN,
Bottom,24,6,9,gfpga_pad_IO_F2A[873],F2P_IXS10_SDO_OUT,
Bottom,24,6,8,gfpga_pad_IO_F2A[872],F2P_IXS10_SDO_OE,
Bottom,24,6,6,gfpga_pad_IO_A2F[870],P2F_IXS11_SDI_IN,
Bottom,24,6,5,gfpga_pad_IO_F2A[869],F2P_IXS11_SDI_OUT,
Bottom,24,6,4,gfpga_pad_IO_F2A[868],F2P_IXS11_SDI_OE,
Bottom,24,6,2,gfpga_pad_IO_A2F[866],P2F_IXS11_SDO_IN,
Bottom,24,6,1,gfpga_pad_IO_F2A[865],F2P_IXS11_SDO_OUT,
Bottom,24,6,0,gfpga_pad_IO_F2A[864],F2P_IXS11_SDO_OE,
Bottom,24,5,14,gfpga_pad_IO_A2F[862],P2F_IXS12_SDI_IN,
Bottom,24,5,13,gfpga_pad_IO_F2A[861],F2P_IXS12_SDI_OUT,
Bottom,24,5,12,gfpga_pad_IO_F2A[860],F2P_IXS12_SDI_OE,
Bottom,24,5,10,gfpga_pad_IO_A2F[858],P2F_IXS12_SDO_IN,
Bottom,24,5,9,gfpga_pad_IO_F2A[857],F2P_IXS12_SDO_OUT,
Bottom,24,5,8,gfpga_pad_IO_F2A[856],F2P_IXS12_SDO_OE,
Bottom,24,5,6,gfpga_pad_IO_A2F[854],P2F_IXS13_SDI_IN,
Bottom,24,5,5,gfpga_pad_IO_F2A[853],F2P_IXS13_SDI_OUT,
Bottom,24,5,4,gfpga_pad_IO_F2A[852],F2P_IXS13_SDI_OE,
Bottom,24,5,2,gfpga_pad_IO_A2F[850],P2F_IXS13_SDO_IN,
Bottom,24,5,1,gfpga_pad_IO_F2A[849],F2P_IXS13_SDO_OUT,
Bottom,24,5,0,gfpga_pad_IO_F2A[848],F2P_IXS13_SDO_OE,
Bottom,24,4,14,gfpga_pad_IO_A2F[846],P2F_IXS14_SDI_IN,
Bottom,24,4,13,gfpga_pad_IO_F2A[845],F2P_IXS14_SDI_OUT,
Bottom,24,4,12,gfpga_pad_IO_F2A[844],F2P_IXS14_SDI_OE,
Bottom,24,4,10,gfpga_pad_IO_A2F[842],P2F_IXS14_SDO_IN,
Bottom,24,4,9,gfpga_pad_IO_F2A[841],F2P_IXS14_SDO_OUT,
